dba_name,license_id,address,city,state,zip
"BREAKTHROUGH, THE BRIDGE CAFE",2384872,3219 W CARROLL AVE,CHICAGO,IL,60624
SMITH & WOLLENSKY,61234,318 N STATE ST,CHICAGO,IL,60654
FAT BABY TACOS,2442390,109 W HUBBARD ST,CHICAGO,IL,60654
SHELLY'S FREEZE,9731,5119 N LINCOLN AVE,CHICAGO,IL,60625
EL METRO,2349434,1959 W CHICAGO AVE,CHICAGO,IL,60622
Wendy's,1892674,9843 S WESTERN AVE,CHICAGO,IL,60643
SUBWAY 48735,2079504,317 N DEARBORN ST,CHICAGO,IL,60654
LOS TACOS & DESSERTS LLC,2708729,8548 S COMMERCIAL AVE,CHICAGO,IL,60617
CHICAGO PITA KITCHEN,1875357,13227 S BRAINARD AVE,CHICAGO,IL,60633
Jimmy Johns,1986324,501 N La Salle ST,CHICAGO,IL,60654
PARLOR PIZZA BAR,2437116,1824-1826 W DIVISION ST,CHICAGO,IL,60622
SUBWAY,2069941,1611 W HARRISON ST,CHICAGO,IL,60612
TROPICAL TASTE RESTAURANT,2708493,3330 W NORTH AVE,CHICAGO,IL,60647
LE PAIN QUOTIDIEN,2304698,1000-1002 W ARMITAGE AVE,CHICAGO,IL,60614
TERRY'S,1893433,5950 W MADISON ST,CHICAGO,IL,60644
SOUTHSHORE BBQ-JERK,2708488,7114 S YATES BLVD,CHICAGO,IL,60649
TWISTED HIPPO TAPROOM AND EATERY,2594607,2925 W MONTROSE AVE,CHICAGO,IL,60618
ZIP'Z EXPRESS FAST FOOD,33141,1635 W HOWARD ST,CHICAGO,IL,60626
MACKU,1595410,2239 N CLYBOURN AVE,CHICAGO,IL,60614
SUBWAY,1880021,2101 E 71ST ST,CHICAGO,IL,60649
SUB BROTHER,1165545,1417 1/2 W MORSE AVE,CHICAGO,IL,60626
BREAKFAST HOUSE RESTAURANT,2579146,3001 N ASHLAND AVE,CHICAGO,IL,60657
EMPEROR CUISINE,2423988,2910 N ASHLAND AVE,CHICAGO,IL,60657
Papa Ray's Pizza & Wings,2069677,3208 N Pulaski RD,CHICAGO,IL,60641
BURGER KING #1232,2368968,1323 W IRVING PARK RD,CHICAGO,IL,60613
COFFEE SHOP,2621507,1145 W WILSON AVE,CHICAGO,IL,60640
SEVEN STAR CHINESE CUISINE,1914170,3209 W 47TH PL,CHICAGO,IL,60632
TACO BELL,2391328,100 W RANDOLPH ST,CHICAGO,IL,60601
PANDA EXPRESS #1422,1938611,1654 W 119th ST,CHICAGO,IL,60643
BLAZE PIZZA,2340600,24 S CLINTON ST,CHICAGO,IL,60661
LOS COMALES #3,38805,1544 W 18th ST,CHICAGO,IL,60608
EL TEXCAL RESTAURANT,2678202,3700 W LAWRENCE AVE,CHICAGO,IL,60625
CMM FOOD SERVICES,2708652,1145 W WILSON AVE,CHICAGO,IL,60640
BROWN BAG SEAFOOD COMPANY,2279085,340 E RANDOLPH ST,CHICAGO,IL,60601
CHINA GARDEN,2437684,13328 S BALTIMORE AVE,CHICAGO,IL,60633
SUBWAY,2565050,5131 S PULASKI RD,CHICAGO,IL,60632
EGGSPERIENCE,2506984,33 W ONTARIO ST,CHICAGO,IL,60654
BLACKWOOD BBQ,2326452,28 S CLINTON ST,CHICAGO,IL,60661
PASTA PASSION PASSION RESTAURANT,2495927,4647 N LINCOLN AVE,CHICAGO,IL,60625
LIZZY J. CAFE,2698559,2205 W MONTROSE AVE,CHICAGO,IL,60618
JUST SALAD,2496202,520 N MICHIGAN AVE,CHICAGO,IL,60611
FULLWEST BP GAS & SUBWAY,1331608,2357 W FULLERTON AVE,CHICAGO,IL,60647
SIAM  TREASURE,2621867,7152 N HARLEM AVE,CHICAGO,IL,60631
UMAMI SUSHI,2196866,4626 N CUMBERLAND AVE,CHICAGO,IL,60656
CHINA HO RESTAURANT,2708611,5151 S PULASKI RD,CHICAGO,IL,60632
STARBUCKS COFFEE #7948,2385998,2730 N NARRAGANSETT AVE,CHICAGO,IL,60639
JET'S PIZZA-IL24,2523362,3510 W ARMITAGE AVE,CHICAGO,IL,60647
MR. TACO'S RESTAURANT,2074632,1640 W CHICAGO AVE,CHICAGO,IL,60622
SUBWAY,2646445,300 E RANDOLPH ST,CHICAGO,IL,60601
FRESHII,2269350,26 S CLINTON ST,CHICAGO,IL,60661
SEVEN STAR CHINESE CUISINE INC.,2708913,3209 W 47TH PL,CHICAGO,IL,60632
FADO IRISH PUB,53945,100 W GRAND AVE,CHICAGO,IL,60610
LA FOGATA E. L.,2564457,4701 W LAWRENCE AVE,CHICAGO,IL,60630
CHECKERS,2595168,4320 W NORTH AVE,CHICAGO,IL,60639
WOK CUISINE,1496143,4554 N KEDZIE AVE,CHICAGO,IL,60625
BURRITOS JUAREZ,2703845,5935 S PULASKI RD,CHICAGO,IL,60629
"BURRITOS JUAREZ, INC.",2411072,5935 S PULASKI RD,CHICAGO,IL,60629
LA MICHOACANA HOWARD,2670728,2357 W HOWARD ST,CHICAGO,IL,60645
NOONOKABAB,2488196,4707-4713 N KEDZIE AVE,CHICAGO,IL,60625
PROST,1959504,2566-2568 N LINCOLN AVE,CHICAGO,IL,60614
EDGEWATER MEXICAN CAFE,2615664,1055 W BRYN MAWR AVE,CHICAGO,IL,60660
EL TERCO LEON TAQUERIA,2708911,7152 N CALIFORNIA AVE,CHICAGO,IL,60645
SUBWAY,2379900,4019 N LINCOLN AVE,CHICAGO,IL,60618
RESI'S BIERSTUBE INC,800,2034 W IRVING PARK RD,CHICAGO,IL,60618
DUNKIN' DONUTS,2699120,5700 S CICERO AVE,CHICAGO,IL,60638
THE SCOUT,2084171,1301 S WABASH AVE,CHICAGO,IL,60605
NOOKIES CAFE & RESTAURANT,2108329,1100 W BRYN MAWR AVE,CHICAGO,IL,60660
JIMMY JOHNS SANDWICH SHOP,1383444,2336 W LAWRENCE AVE,CHICAGO,IL,60625
SUMO SUSHI & HIBACHI,2374812,2936 N BROADWAY,CHICAGO,IL,60657
SUBWAY SANDWICH SHOP,1042276,2825 N ASHLAND AVE,CHICAGO,IL,60657
COALFIRE PIZZA,2364308,3705-3707 N SOUTHPORT AVE,CHICAGO,IL,60613
BLUE SKY BAKERY & CAFE,2036397,3720 N LINCOLN AVE,CHICAGO,IL,60613
CHARCOAL GUACAMOLE INC.,2589004,6221 N CLARK ST,CHICAGO,IL,60660
DOLLOP COFFEE COMPANY,2189332,345 E OHIO ST,CHICAGO,IL,60611
GORILLA SUSHI,2708868,1238 N MILWAUKEE AVE,CHICAGO,IL,60622
JAMBA JUICE 189,2708579,500 W MADISON ST,CHICAGO,IL,60661
DIANA' FOOD & RESTAURANT,1579625,1000 N FRANCISCO AVE,CHICAGO,IL,60622
ROCK BOTTOM RESTAURANT & BREWERY - RB GRILLE,40422,1 W GRAND AVE,CHICAGO,IL,60654
SUBWAY SANDWICH SHOP,1042276,2809 N ASHLAND AVE,CHICAGO,IL,60657
TAQUERIA VARGAS,2397411,7152 N CALIFORNIA AVE,CHICAGO,IL,60645
TACOS GARCIA,38844,3327-3329 W ARMITAGE AVE,CHICAGO,IL,60647
LA MICHOACANA IN LOGAN SQUARE,2328569,3740 W FULLERTON AVE,CHICAGO,IL,60647
BABA'S STEAK & LEMONADE,1766349,7100 S MICHIGAN AVE,CHICAGO,IL,60619
POTBELLY SANDWICH WORKS,2262715,5961 N LINCOLN AVE,CHICAGO,IL,60659
SAIGON SISTERS,2004146,131 N Clinton ST,CHICAGO,IL,60661
SUBWAY SANDWICH,2535023,5062 N SHERIDAN RD,CHICAGO,IL,60640
SUBWAY,2574891,1121 N WESTERN AVE,CHICAGO,IL,60622
"CARIBBEAN JERK PALACE II, CORPORATION",2542419,283 N PULASKI RD,CHICAGO,IL,60624
SLURPING TURTLE RESTAURANT,2094212,116 W HUBBARD ST,CHICAGO,IL,60654
CHINESE SEE THRU KITCHEN,1249458,1651 W ROOSEVELT RD,CHICAGO,IL,60608
TAQUERIA SUPER BURRITO,24883,1502 N WESTERN AVE,CHICAGO,IL,60622
BURGER KING,2333786,100 W RANDOLPH ST,CHICAGO,IL,60601
SUBWAY SANDWICH & SALAD,1276237,5324 N BROADWAY,CHICAGO,IL,60640
SUBWAY,1771904,5630 W ROOSEVELT RD,CHICAGO,IL,60644
CITY ROCK,2575349,100 W RANDOLPH ST,CHICAGO,IL,60601
CHIPOTLE MEXICAN GRILL,2109699,5961 N LINCOLN AVE,CHICAGO,IL,60659
TACO BELL,1926621,3511 W DEVON AVE,CHICAGO,IL,60659
SUBWAY SANDWICHES & SALADS,37621,5050 N CICERO AVE,CHICAGO,IL,60630
DEEP PURPL,2708872,500 W MADISON ST,CHICAGO,IL,60661
SUBWAY,2386306,3706 N SOUTHPORT AVE,CHICAGO,IL,60613
BRIDGEPORT BAKERY,2535,2907 S ARCHER AVE,CHICAGO,IL,60608
TEAM RAMIREZ NEVERIA INC.,2703941,2300 S KEDZIE AVE,CHICAGO,IL,60623
Eurest Dining Services @ Safer Foundation,21596,3210 W ARTHINGTON ST,CHICAGO,IL,60624
HOME RUN INN PIZZA,1473375,6221 S ARCHER AVE,CHICAGO,IL,60638
Yamon Jerk Grill,2588813,1636 W HOWARD ST,CHICAGO,IL,60626
"CRAFTY CAFE - 20 S WACKER, LLC",2690013,20 S WACKER DR,CHICAGO,IL,60606
BE KIDS CAFE,2589027,2800 W NORTH AVE,CHICAGO,IL,60647
KFC,2637062,3357 W PETERSON AVE,CHICAGO,IL,60659
CIRCULO DE NUTRICION,2083363,3638 W NORTH AVE,CHICAGO,IL,60647
FRAGOLA YOGURT AND ICE CREAM,2405992,3207 N CENTRAL AVE,CHICAGO,IL,60634
CHICAGO'S PIZZA,1696176,4520 W IRVING PARK RD,CHICAGO,IL,60641
ANNOYANCE PRODUCTIONS,2262292,851-853 W BELMONT AVE,CHICAGO,IL,60657
OMAKIN RESTAURANTS,2708503,6900 S LAFAYETTE AVE,CHICAGO,IL,60621
SWEET VIRGINIA'S KITCHEN,2483108,5131 N DAMEN AVE,CHICAGO,IL,60625
HAROLD'S  CHICKEN SHACK,1473724,2000 W 51ST ST,CHICAGO,IL,60609
PIZZA HUT,2627544,3009 N CLARK ST,CHICAGO,IL,60657
REAL GOOD JUICE COMPANY,2516822,3201-3225 N ASHLAND AVE,CHICAGO,IL,60657
STARBUCKS COFFEE #2514,1143169,3045 N GREENVIEW AVE,CHICAGO,IL,60657
DUNKIN DONUTS / BASKIN ROBBINS,74794,1755 W ADDISON ST,CHICAGO,IL,60613
INN OF CHICAGO MAGNIFICENT  MILE,2506391,162 E OHIO ST,CHICAGO,IL,60611
DUNKIN DONUTS,2359112,250 E SUPERIOR ST,CHICAGO,IL,60611
FULTON MARKET KITCHEN,2277545,311 N SANGAMON ST,CHICAGO,IL,60607
HONEY BEAR RESTAURANT,2699440,7036 N CLARK ST,CHICAGO,IL,60626
TO'S SOUL GRILL LLC,2578910,5360 W DIVISION ST,CHICAGO,IL,60651
STARBUCKS #10634,2093900,3506 S STATE ST,CHICAGO,IL,60609
LA BOULANGERIE BELMONT,2636440,915 W BELMONT AVE,CHICAGO,IL,60657
"NEVERIA LLUVIA,LIMITED",2221570,3006 E 88TH ST,CHICAGO,IL,60617
FIREHOUSE BAKERY AND GRILL,2631832,720 E 75TH ST,CHICAGO,IL,60619
TWO HEARTED QUEEN,2326369,1201 W ROSCOE ST,CHICAGO,IL,60657
URBAN GRILL,2703923,1132 W WILSON AVE,CHICAGO,IL,60640
NORDSTROM ESPRESSO BAR,1245107,55 E GRAND AVE,CHICAGO,IL,60611
BEERHEAD BAR & EATERY,2600994,3519 N CLARK ST,CHICAGO,IL,60657
FOREVER YOGURT,2374490,42 E CHICAGO AVE,CHICAGO,IL,60611
KELLY'S PUB,349,949 W WEBSTER AVE,CHICAGO,IL,60614
DAVIDsTEA,2428475,835 N MICHIGAN AVE,CHICAGO,IL,60611
GARRETT POPCORN SHOPS,1991834,625 N MICHIGAN AVE,CHICAGO,IL,60611
FREDDY'S CRAB HOUSE,2511671,7358 S HALSTED ST,CHICAGO,IL,60621
DUNKIN DONUTS BASKIN ROBBINS,1998116,2640 N NARRAGANSETT AVE,CHICAGO,IL,60639
BURGER KING 19467,2283310,18 W JACKSON BLVD,CHICAGO,IL,60604
EXTREMA NUTRICION,2665374,3315 W 55TH ST,CHICAGO,IL,60632
DUE MONDI CAFE,2136991,2723 N HARLEM AVE,CHICAGO,IL,60707
ARAMARK,2309118,875 N MICHIGAN AVE,CHICAGO,IL,60611
THE STORE FRONT,2114968,1939-1941 W NORTH AVE,CHICAGO,IL,60622
PEET'S COFFEE & TEA,2341122,41 E 8th ST,CHICAGO,IL,60605
BADOU SENEGALESE CUISINE,2183957,2055 W HOWARD ST,CHICAGO,IL,60645
STARBUCKS COFFEE #22949,2458000,200 N MICHIGAN AVE,CHICAGO,IL,60601
PAPANINO'S PIZZA,2380125,925 N ASHLAND AVE,CHICAGO,IL,60622
HOB SUSHI,2608503,2156 N CLYBOURN AVE,CHICAGO,IL,60614
HOLIDAY INN EXPRESS MAG MILE CASS,1820650,640 N WABASH AVE,CHICAGO,IL,60611
FANNIE MAY CONFECTIONS #152,1543101,343 N MICHIGAN AVE,CHICAGO,IL,60601
RENALDI'S PIZZA,2252464,2827-2831 N BROADWAY,CHICAGO,IL,60657
STARBUCKS COFFEE # 28867,2477157,333 N MICHIGAN AVE,CHICAGO,IL,60601
"RITZ-CARLTON RESIDENCES, CHICAGO",2137766,118 E ERIE ST,CHICAGO,IL,60611
JIMMY'S PIZZERIA AND CAFE,2094445,5159 N LINCOLN AVE,CHICAGO,IL,60625
JIBARITOS Y MAS DINE IN,2657802,3404-3406 W FULLERTON AVE,CHICAGO,IL,60647
SOJU BBQ,2601001,36 S ASHLAND,CHICAGO,IL,60607
GIO'S SPORTS BAR,1145075,4857 N DAMEN AVE,CHICAGO,IL,60625
CEVICHERIA RIO BALSAS,2542394,4545 W DIVISION ST,CHICAGO,IL,60651
DUNKIN DONUTS,2299448,782 N LARAMIE AVE,CHICAGO,IL,60644
"LA MICHOACANA BONITA, INC",2594810,10533 S EWING AVE,CHICAGO,IL,60617
TAYLORMADE QUE,2528763,6717 S HALSTED ST,CHICAGO,IL,60621
SAUCY PORKA,2252541,400 S FINANCIAL PL,CHICAGO,IL,60605
Benjyehuda,2113802,212 W Van Buren ST,CHICAGO,IL,60607
"REAL LA  MICHOACANA, LLC",2350122,4209 W NORTH AVE,CHICAGO,IL,60639
SUNSHINE RESTAURANT,2595687,4649 N DAMEN AVE,CHICAGO,IL,60625
LATIN RHYTHIMS ACADEMY OF DANCE & PERFORMANCE,1819005,210 N RACINE AVE,CHICAGO,IL,60607
NARA,2405024,1132 S WABASH,CHICAGO,IL,60605
BALENA,1578644,1633 N HALSTED ST,CHICAGO,IL,60614
Nori Chicago,1981196,954 W DIVERSEY PKWY,CHICAGO,IL,60614
TEA MONSTER,2704544,127 N DEARBORN ST,CHICAGO,IL,60602
BRASERITOS RESTAURANT INC.,2550985,4107 W NORTH AVE,CHICAGO,IL,60639
GIRL & THE GOAT,1992138,809-813 W RANDOLPH ST,CHICAGO,IL,60607
JIMMY JOHNS,2093646,2231 N LINCOLN AVE,CHICAGO,IL,60614
HACKNEY'S PRINTERS' ROW,1121323,731 - 733 S DEARBORN ST,CHICAGO,IL,60605
MCDONALD'S,1985404,645 N MCCLURG CT,CHICAGO,IL,60611
The Scoop Neveria,2183417,4117 W North AVE,CHICAGO,IL,60639
STATE RESTAURANT & CAFE,1647717,935 W WEBSTER AVE,CHICAGO,IL,60614
MCDONALDS,84425,4038 W Belmont AVE,CHICAGO,IL,60641
CITY PRESS JUICE & BOTTLE,2560177,1942 W MONTROSE AVE,CHICAGO,IL,60613
LEVY RESTAURANTS @ LINCOLN PARK ZOO,1980747,2200 N CANNON DR,CHICAGO,IL,60614
DUFFY'S TAVERN & GRILLE,2158028,420-422 W DIVERSEY PKWY,CHICAGO,IL,60614
DUNKIN/BASKIN ROBBINS,2708629,782 N LARAMIE AVE,CHICAGO,IL,60644
BURNHAM PARK YACHT CLUB,28891,1500 S LINN WHITE DR,CHICAGO,IL,60605
"WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK, INC",2373870,7013-23 S WESTERN AVE,CHICAGO,IL,60636
WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK INC.,2378970,7013-23 S WESTERN AVE,CHICAGO,IL,60636
PERKINS MANAGEMENT SERVICES COMPANY,2411512,9501 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60628
FOREVER YOGURT,2391955,3510 N HALSTED ST,CHICAGO,IL,60657
SONG DO,1194410,4918 N LINCOLN AVE,CHICAGO,IL,60625
WELLS ON WELLS,1442816,1617 N WELLS ST,CHICAGO,IL,60614
MICHELLA TERRACE,25125,5215-5219 W IRVING PARK RD,CHICAGO,IL,60641
SYDNEY'S,2646808,119 N PEORIA ST,CHICAGO,IL,60607
ROOTSTOCK WINE & BEER BAR,1927492,954 N CALIFORNIA AVE,CHICAGO,IL,60622
NIA,1847912,803 W RANDOLPH ST,CHICAGO,IL,60607
ROOM 12,1335879,1152 S WABASH AVE,CHICAGO,IL,60605
SPICY GRANDMA KITCHEN,2689462,2353 S WENTWORTH AVE A,CHICAGO,IL,60616
COFFEE & TEA EXCHANGE,31315,3311 N BROADWAY,CHICAGO,IL,60657
LINCOLN PARK PIZZA,1225378,2245 N LINCOLN AVE,CHICAGO,IL,60614
BOAT DRINKS,2245656,1559 S LAKE SHORE DR,CHICAGO,IL,60605
DOLLOP COFFEE CO,2469520,55 W MONROE ST,CHICAGO,IL,60603
SHARKS FISH & CHICKEN,2637382,215-225 W PERSHING RD,CHICAGO,IL,60609
HARBOR CHICAGO,2636529,1312 S WABASH AVE,CHICAGO,IL,60605
ROMA'S BEEF & SAUSAGE,2189429,4237 N CICERO AVE,CHICAGO,IL,60641
SAKURA TEPPANYAKI AND SUSHI,2064355,730 W DIVERSEY PKWY,CHICAGO,IL,60614
MISS LEE GOOD FOOD,66668,203-205 E GARFIELD BLVD,CHICAGO,IL,60637
CHICAGO BP@IRVING (GEI-152),1968626,841 W IRVING PARK RD,CHICAGO,IL,60613
SCHWA,1616762,1466 N ASHLAND AVE,CHICAGO,IL,60622
STARBUCKS COFFEE #2494,1139799,1157 W WRIGHTWOOD AVE,CHICAGO,IL,60614
MC DONALDS,1517920,7900 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60619
JIMMY JOHN'S,2233126,520 N MICHIGAN AVE,CHICAGO,IL,60611
SULLY'S HOUSE,1820656,1501 N DAYTON ST,CHICAGO,IL,60622
THAI ON CLARK,1649361,4641 N CLARK ST,CHICAGO,IL,60640
KUMA'S CORNER,1573847,2900 W BELMONT AVE,CHICAGO,IL,60618
FORT WILLOW,2476210,1721 N ELSTON AVE,CHICAGO,IL,60622
STARBUCKS COFFEE # 13468,2397758,1 E DELAWARE PL,CHICAGO,IL,60611
THEATER ON THE LAKE/THE LAKEFRONT RESTAURANT,2543076,2401 N LAKE SHORE DR,CHICAGO,IL,60614
MILLIE'S SUPPER CLUB,2358965,2438 N LINCOLN AVE,CHICAGO,IL,60614
"CHECKERS DRIVE-IN RESTAURANTS, INC",2541850,6301 S ASHLAND AVE,CHICAGO,IL,60636
LAS ISLAS MARIAS,2398957,3243 N PULASKI RD,CHICAGO,IL,60641
FLIK INTERNATIONAL CORP.,2511214,3443 N SOUTHPORT AVE,CHICAGO,IL,60657
DAVIDS TEA,2188922,3530 N SOUTHPORT AVE,CHICAGO,IL,60657
"NICKY'S ON ARCHER, INC.",1883547,6142 S ARCHER AVE,CHICAGO,IL,60638
BAWARCHI ON DEVON,2564739,6406-6408 N OAKLEY AVE,CHICAGO,IL,60645
SEMIRAMIS RESTAURANT,1575600,4639-41 N KEDZIE AVE,CHICAGO,IL,60625
YOUYO FROZEN YOGURT,2355317,3119 S HALSTED ST,CHICAGO,IL,60608
BAWARCHI ON OKALEY,2708649,6406-6408 N OAKLEY AVE,CHICAGO,IL,60645
CARAVANSERAI COFFEE BAR,2708582,2901 W BELMONT AVE,CHICAGO,IL,60618
ZEBDA,1969801,4344 N ELSTON AVE,CHICAGO,IL,60641
THE ATLANTIC BAR & GRILL,12594,5062 N LINCOLN AVE,CHICAGO,IL,60625
SIPPING TURTLE CAFE,2677835,2959 N MILWAUKEE AVE,CHICAGO,IL,60618
BROKEN ENGLISH TACO PUB - LINCOLN PARK,2179611,2574-2580 N LINCOLN AVE,CHICAGO,IL,60614
THAI FOOD CUISINE INC.,2690072,937 N DAMEN AVE,CHICAGO,IL,60622
CUMIN RESTAURANT,1997894,1414 N MILWAUKEE AVE,CHICAGO,IL,60622
CHI PIZZA PIE,2601306,8548 S COTTAGE GROVE AVE,CHICAGO,IL,60619
MARISCOS ALMADA,2483049,9625 S EWING AVE,CHICAGO,IL,60617
DOMINO'S PIZZA,2262593,3103 N CLARK ST,CHICAGO,IL,60657
Edible Arrangements of South Chicago,1943557,2031 E 95TH ST,CHICAGO,IL,60617
TACO BELL,2627488,920 W BELMONT AVE,CHICAGO,IL,60657
MINGHIN JAPENESE,2670193,1232-1234 S MICHIGAN AVE,CHICAGO,IL,60605
LONDONHOUSE HOTEL,2432541,85 E Wacker DR,CHICAGO,IL,60601
PORTAGE BAR AND GRILL,2609358,3930 N CICERO AVE,CHICAGO,IL,60641
MARGES STILL,1353734,1758 N SEDGWICK ST,CHICAGO,IL,60614
ZAIQA RESTAURANT ZABIHA HALAL,2704552,2245 W DEVON AVE,CHICAGO,IL,60659
STARBUCKS COFFEE #2412,23132,1229 N CLYBOURN AVE,CHICAGO,IL,60610
CASSAVA CAFE,2391343,1211 N LA SALLE DR,CHICAGO,IL,60610
TACO BELL,2621921,6631 S CICERO AVE,CHICAGO,IL,60638
MINGHIN CUISINE,2670197,1232-1234 S MICHIGAN AVE,CHICAGO,IL,60605
TWO HEARTED QUEEN,2694759,3500 N HALSTED ST,CHICAGO,IL,60657
"MERLA'S KITCHEN, LLC",1980376,5207 N Kimball AVE,CHICAGO,IL,60625
KHYBER PASS,2423352,3113 N HALSTED ST,CHICAGO,IL,60657
RUCHI (PIZZERIA) RESTAURANT,2488404,151 N MICHIGAN AVE,CHICAGO,IL,60601
Lou Malnati's Pizzeria,1042399,956-958 W WRIGHTWOOD AVE,CHICAGO,IL,60614
FIRECAKES,2204174,68 W HUBBARD ST,CHICAGO,IL,60654
"XIAN DYNASTY CUISINE, LLC",2637248,2218 N LINCOLN AVE,CHICAGO,IL,60614
STARBUCKS COFFEE#21650,2601130,5210 S CICERO AVE,CHICAGO,IL,60638
REGGIE PIZZA,1494369,411 S WELLS ST,CHICAGO,IL,60607
CITY NEWS,2163032,4018 N CICERO,CHICAGO,IL,60641
360 CHICAGO,2153502,875 N MICHIGAN AVE,CHICAGO,IL,60611
DUNKIN DONUTS,1142358,5615 S HARLEM AVE,CHICAGO,IL,60638
Standard Bar & Grill,1801293,1332 N MILWAUKEE AVE,CHICAGO,IL,60622
UNDERGROUND WONDER BAR,2147105,710 N CLARK ST,CHICAGO,IL,60610
ICYLICIOUS,2609096,6750 N SHERIDAN RD,CHICAGO,IL,60626
LOS CUATES DE JUANITA'S,2703581,2757-2759 W 71ST ST,CHICAGO,IL,60629
NICK'S FIRE GRILL STEAK & LEMONADE INC.,2699090,2900 W 63RD ST,CHICAGO,IL,60629
ASADO COFFEE ROASTERS,2437141,363 W ERIE ST,CHICAGO,IL,60610
SUBWAY / JAY SHREE INC,2601400,233 N MICHIGAN AVE,CHICAGO,IL,60601
STARBUCKS COFFEE,2147404,600 N STATE ST,CHICAGO,IL,60654
McDONALD'S,2391003,4704 S CICERO AVE,CHICAGO,IL,60638
STARBUCKS COFFEE # 216,2398564,401 E ONTARIO ST,CHICAGO,IL,60611
Uni Sushi Bristo,2262637,1752 W NORTH AVE,CHICAGO,IL,60622
WHITE CASTLE SYSTEMS INC,50282,2356 W ROOSEVELT RD,CHICAGO,IL,60608
RICOBENE'S ON 26TH STREET,1742949,252 W 26TH ST,CHICAGO,IL,60616
NEW HOT WOK CHINESE KITCHEN,2543085,10611 S EWING AVE,CHICAGO,IL,60617
THE TWISTED VINE,2179747,3530 N HALSTED ST,CHICAGO,IL,60657
STARBUCKS #231,2253111,3400 N SOUTHPORT AVE,CHICAGO,IL,60657
LAUGH FACTORY CHICAGO,2088979,3175 N BROADWAY,CHICAGO,IL,60657
LA COSTENA ICE CREAM SHOP CORP.,2240589,2517 W 51ST ST,CHICAGO,IL,60632
THE RAIL BAR & GRILL,1873344,4707-4709 N DAMEN AVE,CHICAGO,IL,60625
PURE LIFE,2512073,3315 W 55TH ST,CHICAGO,IL,60632
LE CAFE,2178017,4655 N LINCOLN AVE,CHICAGO,IL,60625
CARRIBEAN COVE RESTAURANT,1969524,8020 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60619
RAVENSWOOD STATIN BAR & GRILL,1873345,4707-4709 N DAMEN AVE,CHICAGO,IL,60625
HOPE COFFEEHOUSE,2363747,2431 W ROOSEVELT RD,CHICAGO,IL,60608
7-ELEVEN #337288,1922853,645 N KINGSBURY ST,CHICAGO,IL,60654
DAKSHIN,2636957,420 S CLARK ST,CHICAGO,IL,60605
"FIREHOUSE OF DAN RYAN, INC.",1717263,100 W 87TH ST,CHICAGO,IL,60620
THE ROOST,2423883,455 N MILWAUKEE AVE,CHICAGO,IL,60654
AMAZING KABABS & GRILL,2601025,1316 N CLYBOURN AVE,CHICAGO,IL,60610
KAFENIO,2463032,27 W WASHINGTON ST,CHICAGO,IL,60602
LAS FUENTES,12575,2558 N HALSTED ST,CHICAGO,IL,60614
J & J FISH AND CHICKEN,2247208,8300 S HOLLAND RD,CHICAGO,IL,60620
WZUMBA INC,2665354,4436 N BROADWAY,CHICAGO,IL,60640
"DR. MLK, JR. PARK AND FAMILY ENTERTAINMENT CENTER",1277987,1219 W 76TH ST,CHICAGO,IL,60620
PREPPED N PLATED LLC,2671690,3430 N SOUTHPORT AVE,CHICAGO,IL,60657
Whirlyball,2245234,1825-1855 W WEBSTER AVE,CHICAGO,IL,60614
CLAUDIA BY TREVOR TEICH,2704480,540 W MADISON ST,CHICAGO,IL,60661
JENI'S SPLENDID ICE CREAMS,2284377,3404 N SOUTHPORT AVE,CHICAGO,IL,60657
HAYDEN HALL,2677679,333 S WABASH AVE,CHICAGO,IL,60604
DUNKIN DONUTS,2008226,6738 W ARCHER AVE,CHICAGO,IL,60638
ST. REST COUNTRY KITCHEN,2355187,727 E 87TH ST,CHICAGO,IL,60619
WHITE OAK TAVERN & INN,34869,1200-02 W WEBSTER AVE,CHICAGO,IL,60614
ANMOL EXPRESS,2500678,1316 N CLYBOURN AVE,CHICAGO,IL,60610
Red Lion Pub,4256,2446 N LINCOLN AVE,CHICAGO,IL,60614
ASIAN OUTPOST,2246746,1313-1315 S WABASH AVE,CHICAGO,IL,60605
SIRI INDIAN RESTAURANT,2602169,1520 W TAYLOR ST,CHICAGO,IL,60607
BOWLS & BAO,2451565,214 W VAN BUREN ST,CHICAGO,IL,60607
FITNESS FORMULA CLUBS - GOLD COAST,37882,1030 N CLARK ST,CHICAGO,IL,60610
DA JSE JUNG,86306,5220 N LINCOLN AVE,CHICAGO,IL,60625
IRON LOTUS,2588815,1443-1445 W FULLERTON AVE,CHICAGO,IL,60614
GIDEON WELLES,2391123,4500 N LINCOLN AVE,CHICAGO,IL,60625
GRANGE HALL BURGER BAR / BACK DOOR SALOON,2505968,844 W RANDOLPH ST,CHICAGO,IL,60607
MAI TAI,2551074,614 S WABASH AVE,CHICAGO,IL,60605
MAILLARD TAVERN,2534783,494 N MILWAUKEE AVE,CHICAGO,IL,60654
PAPA JOHN'S PIZZA,2341071,80 E CERMAK RD,CHICAGO,IL,60616
